"","chrom","ConsensusID","n_calls_group","n_programs_group","n_PASS_group","n_ind_group","start_plus_CI_group","start_minus_CI_group","end_plus_CI_group","end_minus_CI_group","pass"
"331","NC_044048.1",331,4,3,0,2,6416211,5929904,16517684,16075444,FALSE
"332","NC_044048.1",332,1,1,0,1,6300536,5982489,14251299,13933252,FALSE
"333","NC_044048.1",333,415,3,76,163,6612578,5948019,23323071,22718365,TRUE
"334","NC_044048.1",334,37,3,6,30,6223244,6174104,7424652,7375491,TRUE
"335","NC_044048.1",335,6,2,0,2,6201453,6201426,6202018,6201991,FALSE
"336","NC_044048.1",336,2,1,0,2,6527851,6016736,22373396,21751553,FALSE
"337","NC_044048.1",337,402,3,52,137,6228495,6226032,6260183,6257728,TRUE
"338","NC_044048.1",338,6,3,1,1,6334691,6228805,8959122,8853236,FALSE
"339","NC_044048.1",339,1,1,0,1,6371213,6299256,8169465,8097508,FALSE
"340","NC_044048.1",340,2,2,0,1,6468923,6227805,12496882,12255764,FALSE
"341","NC_044048.1",341,2,1,0,2,6432285,6432240,6432374,6432329,FALSE
"342","NC_044048.1",342,4,3,3,2,6698505,6251712,18642572,18120289,FALSE
"343","NC_044048.1",343,1,1,0,1,6652317,6252317,20867820,20467820,FALSE
"344","NC_044048.1",344,1,1,0,1,6671623,6271599,27194906,26794882,FALSE
"345","NC_044048.1",345,1,1,0,1,6573118,6477081,8973832,8877795,FALSE
"346","NC_044048.1",346,1,1,0,1,6736546,6336545,28412201,28012200,FALSE
"347","NC_044048.1",347,1,1,0,1,6622866,6454734,10826173,10658041,FALSE
"348","NC_044048.1",348,4,3,0,2,6557647,6557129,6558040,6557522,FALSE
"349","NC_044048.1",349,1,1,0,1,6695323,6448955,12854373,12608005,FALSE
"350","NC_044048.1",350,3,3,1,1,6776795,6376205,24960816,24560226,FALSE
"351","NC_044048.1",351,18,3,1,13,6795817,6395026,28975285,28574479,FALSE
"352","NC_044048.1",352,1,1,0,1,6618864,6574834,7705320,7661290,FALSE
"353","NC_044048.1",353,1,1,0,1,6801487,6401479,24454041,24054033,FALSE
"354","NC_044048.1",354,82,3,2,63,6908984,6426834,19354618,18743227,TRUE
"355","NC_044048.1",355,1,1,0,1,6777524,6777306,6782979,6782761,FALSE
"356","NC_044048.1",356,3,3,0,1,6807058,6804770,6844834,6842546,FALSE
"357","NC_044048.1",357,2,1,0,1,6888808,6776922,9685951,9574052,FALSE
"358","NC_044048.1",358,1,1,0,1,6916401,6760283,10819335,10663217,FALSE
"359","NC_044048.1",359,1,1,0,1,6950217,6728363,12496586,12274732,FALSE
"360","NC_044048.1",360,3,3,0,1,6862835,6862037,6863152,6862354,FALSE
"361","NC_044048.1",361,2,2,0,1,7077903,6677868,25980476,25580441,FALSE
"362","NC_044048.1",362,61,3,28,15,6882744,6881600,6885811,6884667,FALSE
"363","NC_044048.1",363,1,1,0,1,7083498,6683497,27097333,26697332,FALSE
"364","NC_044048.1",364,1,1,0,1,6889918,6884722,6999174,6993978,FALSE
"365","NC_044048.1",365,2,2,0,1,7038277,6760061,13993659,13715443,FALSE
"366","NC_044048.1",366,84,3,26,24,6907822,6906584,6911314,6910116,TRUE
"367","NC_044048.1",367,2,2,0,1,7120621,6720621,22666289,22266289,FALSE
"368","NC_044048.1",368,1,1,0,1,7021026,6861464,11009826,10850264,FALSE
"369","NC_044048.1",369,22,1,0,22,7047753,6865906,11569120,11385939,FALSE
"370","NC_044048.1",370,1,1,0,1,7005000,6990832,7340913,7326745,FALSE
"371","NC_044048.1",371,3,3,1,1,7011065,7010541,7016468,7015944,FALSE
"372","NC_044048.1",372,1,1,0,1,7010809,7010803,7010939,7010933,FALSE
"373","NC_044048.1",373,1,1,0,1,7013732,7012732,7019742,7018742,FALSE
"374","NC_044048.1",374,76,3,17,65,7095005,7084041,7341275,7330317,TRUE
"375","NC_044048.1",375,202,3,45,96,7118362,7094027,7320344,7298595,TRUE
"376","NC_044048.1",376,317,3,63,113,7133858,7096059,7317915,7291781,TRUE
"377","NC_044048.1",377,523,3,105,139,7144574,7115473,7304357,7284816,TRUE
"378","NC_044048.1",378,50,3,9,38,7144717,7138369,7276135,7269830,TRUE
"379","NC_044048.1",379,17,3,1,15,7149255,7138861,7268064,7255575,FALSE
"380","NC_044048.1",380,1,1,0,1,7425349,7024839,21015953,20615443,FALSE
"381","NC_044048.1",381,3,3,1,1,7238304,7237626,7238815,7238137,FALSE
"382","NC_044048.1",382,1,1,0,1,7238244,7237756,7240929,7240441,FALSE
"383","NC_044048.1",383,1,1,0,1,7240015,7238831,7254056,7252872,FALSE
"384","NC_044048.1",384,117,3,31,51,7312859,7311447,7320969,7319557,TRUE
"385","NC_044048.1",385,1,1,0,1,7516714,7116713,20313646,19913645,FALSE
"386","NC_044048.1",386,1,1,0,1,7352378,7321234,8130839,8099695,FALSE
"387","NC_044048.1",387,2,2,0,1,7587361,7187322,18230829,17830790,FALSE
"388","NC_044048.1",388,2,2,1,1,7625559,7224939,29065158,28664538,FALSE
"389","NC_044048.1",389,3,3,2,1,7485070,7484224,7489227,7488381,FALSE
"390","NC_044048.1",390,3,3,3,1,7488087,7487661,7489095,7488669,FALSE
"391","NC_044048.1",391,2,2,0,1,7487742,7487724,7488204,7488186,FALSE
"392","NC_044048.1",392,26,3,2,14,8103907,7366855,22764495,22070790,FALSE
"393","NC_044048.1",393,1,1,0,1,7624446,7621926,7667403,7664883,FALSE
"394","NC_044048.1",394,11,3,1,9,7976974,7449068,21359200,20800162,FALSE
"395","NC_044048.1",395,1,1,0,1,7923831,7523831,25383497,24983497,FALSE
"396","NC_044048.1",396,75,3,14,36,7751056,7749688,7759833,7758287,TRUE
"397","NC_044048.1",397,1,1,0,1,7767025,7766246,7786452,7785673,FALSE
"398","NC_044048.1",398,6,1,0,6,7792038,7760130,8566881,8534808,FALSE
"399","NC_044048.1",399,1,1,0,1,7840665,7765285,9725169,9649789,FALSE
"400","NC_044048.1",400,1,1,0,1,7824093,7820244,7920288,7916439,FALSE
"401","NC_044048.1",401,1,1,0,1,7920179,7770291,11667401,11517513,FALSE
"402","NC_044048.1",402,1,1,0,1,7903059,7851799,9184557,9133297,FALSE
"403","NC_044048.1",403,1,1,0,1,8033592,7774152,14503039,14243599,FALSE
"404","NC_044048.1",404,2,2,0,1,8059303,7768275,15335015,15043987,FALSE
"405","NC_044048.1",405,2,2,0,1,8121066,7721066,23513934,23113934,FALSE
"406","NC_044048.1",406,1,1,0,1,8123820,7723820,18480455,18080455,FALSE
"407","NC_044048.1",407,4,2,0,3,8333379,7754462,25247788,24426375,FALSE
"408","NC_044048.1",408,6,2,0,5,8865154,7523831,26083298,24983497,FALSE
"409","NC_044048.1",409,1,1,0,1,8204469,7804469,21966520,21566520,FALSE
"410","NC_044048.1",410,6,2,0,5,8890046,7829456,27097314,26300415,FALSE
"411","NC_044048.1",411,1,1,0,1,8058903,8024045,8930351,8895493,FALSE
"412","NC_044048.1",412,2,2,0,1,8336389,7936389,28123482,27723482,FALSE
"413","NC_044048.1",413,26,3,5,20,8189937,8159951,8906863,8877250,TRUE
"414","NC_044048.1",414,2,2,0,1,8284264,8118370,12431619,12265725,FALSE
"415","NC_044048.1",415,2,2,0,2,8344648,8199001,11659318,11525522,FALSE
"416","NC_044048.1",416,1,1,0,1,8482690,8082690,20837794,20437794,FALSE
"417","NC_044048.1",417,1,1,0,1,8515014,8115009,20426963,20026958,FALSE
"418","NC_044048.1",418,2,2,0,1,8485825,8231809,14836192,14582176,FALSE
"419","NC_044048.1",419,1,1,0,1,8412519,8320010,10725226,10632717,FALSE
"420","NC_044048.1",420,1,1,0,1,8616063,8216063,24284545,23884545,FALSE
"421","NC_044048.1",421,1,1,0,1,8569299,8277140,15872689,15580530,FALSE
"422","NC_044048.1",422,11,3,2,8,8432928,8432044,8437430,8436467,FALSE
"423","NC_044048.1",423,1,1,0,1,8636847,8236829,22984263,22584245,FALSE
"424","NC_044048.1",424,1,1,0,1,8489315,8423865,10125412,10059962,FALSE
"425","NC_044048.1",425,2,2,0,1,8594246,8439878,12453470,12299102,FALSE
"426","NC_044048.1",426,2,2,0,2,9131066,8386003,28109979,27557589,FALSE
"427","NC_044048.1",427,4,2,0,4,9226743,8429965,17582767,16902246,FALSE
"428","NC_044048.1",428,2,2,0,1,8766595,8516331,15023190,14772926,FALSE
"429","NC_044048.1",429,2,2,0,2,8877243,8443337,21508006,21041612,FALSE
"430","NC_044048.1",430,1,1,0,1,8647899,8647241,8664371,8663713,FALSE
"431","NC_044048.1",431,2,1,0,2,8866583,8500258,16874300,16511116,FALSE
"432","NC_044048.1",432,1,1,0,1,8663554,8663549,8663676,8663671,FALSE
"433","NC_044048.1",433,16,3,0,7,8681414,8680368,8684006,8682700,FALSE
"434","NC_044048.1",434,3,2,0,2,8987501,8483140,22476560,21836328,FALSE
"435","NC_044048.1",435,2,2,0,1,8898501,8498501,29678920,29278920,FALSE
"436","NC_044048.1",436,1,1,0,1,8699084,8699052,8699749,8699717,FALSE
"437","NC_044048.1",437,2,1,0,2,8768613,8653395,11038465,10915284,FALSE
"438","NC_044048.1",438,1,1,0,1,8713566,8699438,9066758,9052630,FALSE
"439","NC_044048.1",439,2,2,0,1,8910891,8546430,18022214,17657753,FALSE
"440","NC_044048.1",440,1,1,0,1,8877137,8610877,15533475,15267215,FALSE
"441","NC_044048.1",441,6,2,0,3,9145660,8544053,20612645,19684693,FALSE
"442","NC_044048.1",442,2,1,0,2,8752353,8751628,8752780,8752140,FALSE
"443","NC_044048.1",443,1,1,0,1,8770336,8770242,8772572,8772478,FALSE
"444","NC_044048.1",444,1,1,0,1,8852918,8710156,12421876,12279114,FALSE
"445","NC_044048.1",445,1,1,0,1,8972900,8590568,18531191,18148859,FALSE
"446","NC_044048.1",446,5,2,0,4,9014211,8115043,25965992,25067609,FALSE
"447","NC_044048.1",447,1,1,0,1,8820931,8820383,8834636,8834088,FALSE
"448","NC_044048.1",448,3,2,0,2,9163274,8638195,29015430,28392847,FALSE
"449","NC_044048.1",449,1,1,0,1,8914647,8765823,12635250,12486426,FALSE
"450","NC_044048.1",450,1,1,0,1,8847053,8839362,9038863,9031172,FALSE
"451","NC_044048.1",451,2,2,2,1,8854656,8854580,8856498,8856422,FALSE
"452","NC_044048.1",452,6,3,4,1,8857183,8856559,8859335,8858711,FALSE
"453","NC_044048.1",453,3,2,0,2,8897525,8897517,8897624,8897616,FALSE
"454","NC_044048.1",454,2,2,0,1,8970390,8857154,11801270,11688034,FALSE
"455","NC_044048.1",455,1,1,0,1,9061030,8843468,14500082,14282520,FALSE
"456","NC_044048.1",456,1,1,0,1,8970394,8970342,8971528,8971476,FALSE
"457","NC_044048.1",457,28,3,9,9,9018241,9017082,9023689,9022564,FALSE
"458","NC_044048.1",458,1,1,0,1,9231995,8831981,24011679,23611665,FALSE
"459","NC_044048.1",459,1,1,0,1,9252147,8852147,30698331,30298331,FALSE
"460","NC_044048.1",460,1,1,0,1,9292437,8892432,21809993,21409988,FALSE
"461","NC_044048.1",461,4,2,0,1,9115588,9115409,9118564,9118434,FALSE
"462","NC_044048.1",462,1,1,0,1,9116724,9116715,9116904,9116895,FALSE
"463","NC_044048.1",463,1,1,0,1,9245228,9241530,9315075,9311377,FALSE
"464","NC_044048.1",464,2,2,0,1,9322450,9303144,9805115,9785809,FALSE
"465","NC_044048.1",465,2,1,0,2,9588593,9142354,26174105,25426273,FALSE
"466","NC_044048.1",466,6,2,0,6,9586617,8604794,17539137,16406812,FALSE
"467","NC_044048.1",467,9,3,0,7,9370578,9369249,9383084,9380644,FALSE
"468","NC_044048.1",468,1,1,0,1,9369659,9369646,9369971,9369958,FALSE
"469","NC_044048.1",469,2,1,0,2,9579720,9313373,13999472,13763089,FALSE
"470","NC_044048.1",470,5,3,0,3,9406297,9405387,9408780,9407870,FALSE
"471","NC_044048.1",471,10,3,0,8,10043938,9205925,22993324,21815634,FALSE
"472","NC_044048.1",472,1,1,0,1,9450259,9362823,11636177,11548741,FALSE
"473","NC_044048.1",473,1,1,0,1,9408289,9407917,9416675,9416303,FALSE
"474","NC_044048.1",474,1,1,0,1,9409174,9407247,9457320,9455393,FALSE
"475","NC_044048.1",475,3,2,0,3,10307601,9231773,29337162,28392869,FALSE
"476","NC_044048.1",476,1,1,0,1,9453934,9453904,9454679,9454649,FALSE
"477","NC_044048.1",477,4,2,0,3,9681619,9317171,17932821,17522432,FALSE
"478","NC_044048.1",478,4,2,0,3,10088277,9300875,24175835,23178196,FALSE
"479","NC_044048.1",479,1,1,0,1,9519379,9519251,9522507,9522379,FALSE
"480","NC_044048.1",480,4,2,0,3,9787258,9325529,20950242,20279175,FALSE
"481","NC_044048.1",481,3,3,0,1,9559455,9557699,9587082,9585326,FALSE
"482","NC_044048.1",482,2,2,0,1,9822015,9422015,27145597,26745597,FALSE
"483","NC_044048.1",483,2,2,0,1,9699225,9570081,12927803,12798659,FALSE
"484","NC_044048.1",484,2,2,0,2,10062661,9442409,30539947,29751493,FALSE
"485","NC_044048.1",485,1,1,0,1,9675971,9617415,11139745,11081189,FALSE
"486","NC_044048.1",486,1,1,0,1,9657654,9657638,9658060,9658044,FALSE
"487","NC_044048.1",487,1,1,0,1,9697580,9619240,11631633,11553293,FALSE
"488","NC_044048.1",488,3,3,1,1,9685637,9684887,9686335,9685585,FALSE
"489","NC_044048.1",489,2,2,0,1,9685928,9685918,9686093,9686083,FALSE
"490","NC_044048.1",490,1,1,0,1,9719754,9719744,9720026,9720016,FALSE
"491","NC_044048.1",491,1,1,0,1,9749019,9743777,9879324,9874082,FALSE
"492","NC_044048.1",492,2,1,0,2,9802662,9716007,11969007,11882352,FALSE
"493","NC_044048.1",493,8,2,0,5,9820904,9748598,11628575,11556267,FALSE
"494","NC_044048.1",494,14,3,4,3,9786687,9785798,9789967,9789311,FALSE
"495","NC_044048.1",495,2,2,0,1,9987645,9587629,27865694,27465678,FALSE
"496","NC_044048.1",496,8,2,0,2,9797345,9797203,9800604,9800438,FALSE
"497","NC_044048.1",497,1,1,0,1,9805543,9805539,9805647,9805643,FALSE
"498","NC_044048.1",498,3,2,0,3,10225428,9329691,20679175,19624856,FALSE
"499","NC_044048.1",499,6,3,0,1,9853584,9852684,9854500,9853702,FALSE
"500","NC_044048.1",500,1,1,0,1,10018973,9790685,15726179,15497891,FALSE
"501","NC_044048.1",501,1,1,0,1,9975882,9867891,12675602,12567611,FALSE
"502","NC_044048.1",502,2,2,0,1,9974982,9943353,10765107,10733478,FALSE
"503","NC_044048.1",503,2,2,0,1,10043360,9897298,13694917,13548855,FALSE
"504","NC_044048.1",504,1,1,0,1,10039107,9942325,12458585,12361803,FALSE
"505","NC_044048.1",505,1,1,0,1,10165351,9825314,18665670,18325633,FALSE
"506","NC_044048.1",506,5,2,0,4,10314077,9875321,16854798,16516143,FALSE
"507","NC_044048.1",507,10,1,3,5,10009072,10008842,10012116,10011952,FALSE
"508","NC_044048.1",508,6,3,1,1,10090695,10090080,10093372,10092782,FALSE
"509","NC_044048.1",509,3,1,0,3,10998738,9903498,27436602,26568909,FALSE
"510","NC_044048.1",510,3,2,0,2,10755275,10035497,25693404,25186699,FALSE
"511","NC_044048.1",511,1,1,0,1,10236172,10235969,10241153,10240950,FALSE
"512","NC_044048.1",512,1,1,0,1,10236502,10236318,10241090,10240906,FALSE
"513","NC_044048.1",513,1,1,0,1,10320898,10225094,12715992,12620188,FALSE
"514","NC_044048.1",514,8,3,0,5,10560269,10159829,30645236,30244796,FALSE
"515","NC_044048.1",515,1,1,0,1,10445595,10398413,11616009,11568827,FALSE
"516","NC_044048.1",516,2,1,0,2,10471100,10454181,10870273,10853299,FALSE
"517","NC_044048.1",517,2,2,0,1,10580235,10365467,15949420,15734652,FALSE
"518","NC_044048.1",518,1,1,0,1,10679224,10279224,22695203,22295203,FALSE
"519","NC_044048.1",519,8,3,0,6,11256937,10287025,20807590,19922617,FALSE
"520","NC_044048.1",520,2,1,0,1,10520133,10519968,10523425,10523280,FALSE
"521","NC_044048.1",521,2,2,0,1,10744100,10344100,25165557,24765557,FALSE
"522","NC_044048.1",522,1,1,0,1,10745872,10345872,21311331,20911331,FALSE
"523","NC_044048.1",523,1,1,0,1,10706383,10399901,18368450,18061968,FALSE
"524","NC_044048.1",524,1,1,0,1,10637679,10564101,12476430,12402852,FALSE
"525","NC_044048.1",525,1,1,0,1,10835753,10435724,27839466,27439437,FALSE
"526","NC_044048.1",526,9,2,0,6,11356166,10461729,29214362,28392966,FALSE
"527","NC_044048.1",527,1,1,0,1,10801075,10535835,17432072,17166832,FALSE
"528","NC_044048.1",528,1,1,0,1,10793230,10543718,17031013,16781501,FALSE
"529","NC_044048.1",529,2,2,0,1,10847814,10500943,19519370,19172499,FALSE
"530","NC_044048.1",530,7,3,0,2,10724735,10724014,10728659,10727951,FALSE
"531","NC_044048.1",531,3,3,0,1,10785227,10784813,10785726,10785312,FALSE
"532","NC_044048.1",532,3,3,3,1,10808339,10807727,10811580,10810968,FALSE
"533","NC_044048.1",533,2,2,2,1,10808112,10808052,10809629,10809569,FALSE
"534","NC_044048.1",534,13,3,1,10,10845336,10814278,11607942,11576884,FALSE
"535","NC_044048.1",535,3,3,0,1,10861237,10860667,10862427,10861857,FALSE
"536","NC_044048.1",536,1,1,0,1,10914726,10808691,13564784,13458749,FALSE
"537","NC_044048.1",537,1,1,0,1,11080905,10680795,26154958,25754848,FALSE
"538","NC_044048.1",538,3,2,0,2,11192594,10689417,24360021,23671025,FALSE
"539","NC_044048.1",539,2,1,0,2,11160049,10744141,18305003,17884275,FALSE
"540","NC_044048.1",540,1,1,0,1,11090973,10690972,21992600,21592599,FALSE
"541","NC_044048.1",541,1,1,0,1,10967888,10814610,14799690,14646412,FALSE
"542","NC_044048.1",542,2,2,0,1,11106455,10706455,30557426,30157426,FALSE
"543","NC_044048.1",543,3,3,1,1,10930261,10929631,10931239,10930609,FALSE
"544","NC_044048.1",544,110,3,20,35,10936361,10935235,10939207,10938069,TRUE
"545","NC_044048.1",545,3,1,0,3,10987091,10937562,11605255,11579575,FALSE
"546","NC_044048.1",546,1,1,0,1,10958651,10958619,10959434,10959402,FALSE
"547","NC_044048.1",547,3,1,0,3,11290754,10760011,29835172,29283995,FALSE
"548","NC_044048.1",548,2,1,0,2,11230092,10817125,22703913,22026358,FALSE
"549","NC_044048.1",549,2,1,0,2,11046592,11023468,11603971,11580847,FALSE
"550","NC_044048.1",550,1,1,0,1,11184998,10960902,16787338,16563242,FALSE
"551","NC_044048.1",551,1,1,0,1,11287069,10887069,25611199,25211199,FALSE
"552","NC_044048.1",552,1,1,0,1,11121053,11121041,11121366,11121354,FALSE
"553","NC_044048.1",553,1,1,0,1,11135525,11116875,11601785,11583135,FALSE
"554","NC_044048.1",554,12,3,0,11,11792904,10927654,28001308,27109520,FALSE
"555","NC_044048.1",555,1,1,0,1,11237224,11075014,15292496,15130286,FALSE
"556","NC_044048.1",556,1,1,0,1,11289600,11050098,17277139,17037637,FALSE
"557","NC_044048.1",557,1,1,0,1,11179749,11176947,11236145,11233343,FALSE
"558","NC_044048.1",558,1,1,0,1,11239182,11188377,12509293,12458488,FALSE
"559","NC_044048.1",559,2,1,0,2,11502662,11325758,15903101,15726197,FALSE
"560","NC_044048.1",560,29,3,0,23,11792795,11309412,24595350,22935538,FALSE
"561","NC_044048.1",561,1,1,0,1,11660290,11407570,17978313,17725593,FALSE
"562","NC_044048.1",562,8,3,4,3,11572936,11572302,11573811,11573177,FALSE
"563","NC_044048.1",563,4,3,0,3,11637900,11546932,13887014,13796046,FALSE
"564","NC_044048.1",564,15,3,0,12,11764509,11420415,20366852,19647422,FALSE
"565","NC_044048.1",565,58,3,5,34,11747514,11437406,19500231,18929697,TRUE
"566","NC_044048.1",566,14,3,0,12,11984336,11392014,27884987,26704080,FALSE
"567","NC_044048.1",567,9,3,0,7,11810495,11413901,20792405,19716095,FALSE
"568","NC_044048.1",568,4,3,0,3,11792795,11392133,29861355,29367481,FALSE
"569","NC_044048.1",569,4,2,0,4,11711173,11473655,17649125,17156662,FALSE
"570","NC_044048.1",570,2,2,0,2,11792707,11392209,25988870,25348998,FALSE
"571","NC_044048.1",571,16,1,1,16,11792463,11392414,22568531,21609296,FALSE
"572","NC_044048.1",572,3,1,0,3,11618313,11566519,12913161,12847993,FALSE
"573","NC_044048.1",573,1,1,0,1,11594500,11590334,11698664,11694498,FALSE
"574","NC_044048.1",574,1,1,0,1,11592506,11592419,11594651,11594564,FALSE
"575","NC_044048.1",575,2,2,0,2,11701910,11504758,16065379,15886833,FALSE
"576","NC_044048.1",576,1,1,0,1,11792463,11392463,28433249,28033249,FALSE
"577","NC_044048.1",577,2,2,0,1,11802195,11402195,30607921,30207921,FALSE
"578","NC_044048.1",578,884,3,367,231,11629781,11628539,11634256,11632950,TRUE
"579","NC_044048.1",579,2,2,0,1,11666064,11666058,11666206,11666200,FALSE
"580","NC_044048.1",580,1,1,0,1,11700824,11643886,13124295,13067357,FALSE
"581","NC_044048.1",581,2,2,0,1,11728040,11728034,11728196,11728190,FALSE
"582","NC_044048.1",582,3,2,0,3,12229533,11556551,21410234,20939656,FALSE
"583","NC_044048.1",583,10,3,2,3,11748061,11746961,11753823,11752382,FALSE
"584","NC_044048.1",584,1,1,0,1,11788951,11788019,11791491,11790559,FALSE
"585","NC_044048.1",585,1,1,0,1,11948154,11948130,11948778,11948754,FALSE
"586","NC_044048.1",586,9,3,0,7,12168042,11392136,23865243,22794109,FALSE
"587","NC_044048.1",587,3,2,0,2,12341967,11862346,18268993,17991498,FALSE
"588","NC_044048.1",588,1,1,0,1,11988073,11988047,11988706,11988680,FALSE
"589","NC_044048.1",589,13,3,0,8,12767959,11392119,24993905,23882665,FALSE
"590","NC_044048.1",590,1,1,0,1,11994074,11993832,12000111,11999869,FALSE
"591","NC_044048.1",591,7,3,0,5,12440018,11846393,20274260,19470151,FALSE
"592","NC_044048.1",592,1,1,0,1,12205130,11804680,25777976,25377526,FALSE
"593","NC_044048.1",593,49,2,10,20,12065895,11976744,14294503,14205320,TRUE
"594","NC_044048.1",594,1,1,0,1,12137599,12028193,14872753,14763347,FALSE
"595","NC_044048.1",595,1,1,0,1,12244828,11960446,19354384,19070002,FALSE
"596","NC_044048.1",596,1,1,0,1,12120210,12120061,12123905,12123756,FALSE
"597","NC_044048.1",597,1,1,0,1,12212206,12211780,12222832,12222406,FALSE
"598","NC_044048.1",598,3,3,1,1,12221082,12220340,12221463,12220721,FALSE
"599","NC_044048.1",599,2,2,0,1,12226228,12226216,12226517,12226505,FALSE
"600","NC_044048.1",600,1,1,0,1,12227239,12226175,12234672,12233608,FALSE
"601","NC_044048.1",601,2,1,0,2,12467911,12170458,16771379,16591200,FALSE
"602","NC_044048.1",602,3,1,0,3,12550930,12171708,17807892,17419041,FALSE
"603","NC_044048.1",603,6,2,0,4,12637476,11862283,21410234,20576214,FALSE
"604","NC_044048.1",604,1,1,0,1,12326984,12326965,12327288,12327269,FALSE
"605","NC_044048.1",605,1,1,0,1,12332100,12332094,12332228,12332222,FALSE
"606","NC_044048.1",606,2,2,0,1,12347283,12347261,12347723,12347701,FALSE
"607","NC_044048.1",607,3,3,0,1,12364592,12363880,12364956,12364244,FALSE
"608","NC_044048.1",608,2,2,0,1,12409723,12346525,13989688,13926490,FALSE
"609","NC_044048.1",609,3,3,0,2,12679296,12201751,27901240,27266687,FALSE
"610","NC_044048.1",610,1,1,0,1,12450903,12362133,14669188,14580418,FALSE
"611","NC_044048.1",611,1,1,0,1,12432538,12431728,12432946,12432136,FALSE
"612","NC_044048.1",612,446,3,116,231,12448672,12447550,12450103,12448981,TRUE
"613","NC_044048.1",613,1,1,0,1,12498618,12405089,14836827,14743298,FALSE
"614","NC_044048.1",614,10,2,1,10,12679027,12267412,25790599,25102399,FALSE
"615","NC_044048.1",615,2,2,0,1,12539203,12411556,15729953,15602306,FALSE
"616","NC_044048.1",616,1,1,0,1,12484836,12473205,12775167,12763536,FALSE
"617","NC_044048.1",617,1,1,0,1,12683299,12283299,29065044,28665044,FALSE
"618","NC_044048.1",618,1,1,0,1,12543040,12460124,14615945,14533029,FALSE
"619","NC_044048.1",619,1,1,0,1,12504732,12499612,12632714,12627594,FALSE
"620","NC_044048.1",620,5,2,0,5,13149635,12342379,23154965,22124865,FALSE
"621","NC_044048.1",621,1,1,0,1,12577265,12517265,14077280,14017280,FALSE
"622","NC_044048.1",622,2,2,0,1,12570935,12569860,12597769,12596694,FALSE
"623","NC_044048.1",623,1,1,0,1,12571649,12571313,12580050,12579714,FALSE
"624","NC_044048.1",624,2,2,0,1,12641955,12624877,13068747,13051669,FALSE
"625","NC_044048.1",625,4,1,0,4,13527493,12438045,30113327,29283297,FALSE
"626","NC_044048.1",626,1,1,0,1,12659952,12643872,13061564,13045484,FALSE
"627","NC_044048.1",627,3,2,0,2,12912251,12451991,30624579,30224018,FALSE
"628","NC_044048.1",628,1,1,0,1,12732675,12581115,16508090,16356530,FALSE
