"","InversionID","Chrom","windowID_StartBreakpoint","window_StartLowerCI","window_StartUpperCI","windowID_EndBreakpoint","window_EndLowerCI","window_EndUpperCI","SVType","n_ind_startWindows","n_ind_endWindows","n_ind_invID","n_method_startWindows","n_method_endWindows","invSizeMax","invSizeMin"
"915","4593-4417","NC_044053.1","4593",24029329,24049625,"4417",24262530,24273202,"INV",51,51,51,3,3,243873,212905
"916","4604-4435","NC_044053.1","4604",24964173,24976259,"4435",24966352,24977366,"INV",29,29,29,3,3,13193,-9907
"917","4609-4455","NC_044053.1","4609",25545291,25563787,"4455",25555834,25566538,"INV",21,20,20,3,3,21247,-7953
"918","4612-4500","NC_044053.1","4612",25707300,25717753,"4500",27527038,27537584,"INV",19,19,19,3,3,1830284,1809285
"919","4631-4499","NC_044053.1","4631",27110478,27121569,"4499",27111359,27121805,"INV",46,46,46,3,3,11327,-10210
"920","4636-4506","NC_044054.1","4636",145279,169680,"4506",447271,468906,"INV",29,30,24,3,3,323627,277591
"921","4638-4515","NC_044054.1","4638",186394,206534,"4515",1599446,1618893,"INV",16,16,16,3,3,1432499,1392912
"922","4641-4505","NC_044054.1","4641",302962,316629,"4505",308549,327109,"INV",49,20,20,3,3,24147,-8080
"923","4645-4628","NC_044054.1","4645",432553,455913,"4628",7145438,7160797,"INV",93,22,20,3,3,6728244,6689525
"924","4645-4637","NC_044054.1","4645",432553,455913,"4637",7445025,7461960,"INV",93,82,81,3,3,7029407,6989112
"925","4648-4509","NC_044054.1","4648",966242,977109,"4509",991773,1002626,"INV",24,24,24,3,3,36384,14664
"926","4653-4524","NC_044054.1","4653",1453286,1478246,"4524",2357491,2380755,"INV",52,53,49,3,3,927469,879245
"927","4654-4523","NC_044054.1","4654",1478826,1518407,"4523",2334449,2347086,"INV",72,41,41,3,3,868260,816042
"928","4654-4631","NC_044054.1","4654",1478826,1518407,"4631",7233691,7259804,"INV",72,31,26,3,3,5780978,5715284
"929","4657-4542","NC_044054.1","4657",1640319,1651063,"4542",3241694,3252401,"INV",51,51,51,3,3,1612082,1590631
"930","4662-4532","NC_044054.1","4662",1940152,1962779,"4532",2734251,2749487,"INV",40,39,38,3,3,809335,771472
"931","4671-4556","NC_044054.1","4671",2321012,2347036,"4556",3773894,3789271,"INV",73,60,60,3,3,1468259,1426858
"932","4676-4548","NC_044054.1","4676",2603254,2648410,"4548",3374681,3408306,"INV",246,246,246,3,3,805052,726271
"933","4681-4534","NC_044054.1","4681",2744126,2775524,"4534",2820424,2836014,"INV",295,295,295,3,3,91888,44900
"934","4684-4685","NC_044054.1","4684",2844095,2901051,"4685",9144295,9171053,"INV",55,60,46,3,3,6326958,6243244
"935","4695-5012","NC_044054.1","4695",3379327,3389719,"5012",21548617,21559010,"INV",20,20,20,3,3,18179683,18158898
"936","4712-4610","NC_044054.1","4712",4043569,4067063,"4610",6269352,6285753,"INV",99,100,96,3,3,2242184,2202289
"937","4721-4672","NC_044054.1","4721",4495703,4506156,"4672",8655388,8685929,"INV",33,181,33,3,3,4190226,4149232
"938","4722-4683","NC_044054.1","4722",4539791,4556647,"4683",9099424,9111314,"INV",18,18,15,3,3,4571523,4542777
"939","4737-4687","NC_044054.1","4737",4872925,4886488,"4687",9194618,9205885,"INV",153,151,151,3,3,4332960,4308130
"940","4751-4620","NC_044054.1","4751",5289816,5322469,"4620",6759190,6771724,"INV",212,211,211,3,3,1481908,1436721
"941","4810-4978","NC_044054.1","4810",7180472,7200777,"4978",20368281,20378948,"INV",66,65,65,3,3,13198476,13167504
"942","4817-4638","NC_044054.1","4817",7418776,7433208,"4638",7495303,7511127,"INV",26,26,25,3,3,92351,62095
"943","4828-4653","NC_044054.1","4828",7986398,7997304,"4653",7987491,7998383,"INV",42,42,42,3,3,11985,-9813
"944","4837-4663","NC_044054.1","4837",8269918,8291065,"4663",8275449,8291241,"INV",121,127,120,3,3,21323,-15616
"945","4840-4667","NC_044054.1","4840",8392689,8406690,"4667",8396340,8406771,"INV",37,36,36,3,3,14082,-10350
"946","4842-5270","NC_044054.1","4842",8452908,8498219,"5270",30585559,30652462,"INV",148,175,123,3,3,22199554,22087340
"947","4848-5101","NC_044054.1","4848",8631757,8649200,"5101",24550033,24560737,"INV",18,17,17,3,3,15928980,15900833
"948","4849-4672","NC_044054.1","4849",8657631,8682239,"4672",8655388,8685929,"INV",165,181,164,3,3,28298,-26851
"949","4853-5241","NC_044054.1","4853",8766711,8780685,"5241",29595365,29635501,"INV",34,158,33,3,3,20868790,20814680
"950","4855-4677","NC_044054.1","4855",8847497,8857847,"4677",8851860,8862211,"INV",21,21,21,3,3,14714,-5987
"951","4864-4685","NC_044054.1","4864",9159016,9170376,"4685",9144295,9171053,"INV",18,60,18,3,3,12037,-26081
"952","4869-4896","NC_044054.1","4869",9336281,9351324,"4896",17477977,17496794,"INV",21,21,18,3,3,8160513,8126653
"953","4875-4700","NC_044054.1","4875",9558771,9569919,"4700",9566123,9579745,"INV",57,58,57,3,3,20974,-3796
"954","489-414","NC_044048.1","489",16503032,16545785,"414",16515060,16565227,"INV",119,120,118,3,3,62195,-30725
"955","4891-4880","NC_044054.1","4891",10155009,10165433,"4880",16745689,16756081,"INV",15,15,15,3,3,6601072,6580256
"956","4893-4860","NC_044054.1","4893",10193179,10203602,"4860",16121770,16132207,"INV",55,55,55,3,3,5939028,5918168
"957","4930-4738","NC_044054.1","4930",11351412,11377267,"4738",11358567,11386771,"INV",41,41,41,3,3,35359,-18700
"958","496-423","NC_044048.1","496",16745555,16755855,"423",16766192,16788627,"INV",54,57,54,3,3,43072,10337
"959","4966-4769","NC_044054.1","4966",12551117,12561685,"4769",12555107,12565676,"INV",175,175,175,3,3,14559,-6578
"960","4998-4805","NC_044054.1","4998",13765123,13792917,"4805",13849083,13870233,"INV",47,47,43,3,3,105110,56166
"961","4999-4804","NC_044054.1","4999",13794332,13816935,"4804",13826777,13842407,"INV",87,87,87,3,3,48075,9842
"962","50-16","NC_044048.1","50",2242009,2253014,"16",2247272,2261779,"INV",87,87,87,3,3,19770,-5742
"963","5043-4838","NC_044054.1","5043",15468092,15502341,"4838",15478140,15488659,"INV",45,40,40,3,3,20567,-24201
"964","5053-5270","NC_044054.1","5053",15751126,15771121,"5270",30585559,30652462,"INV",233,175,46,3,3,14901336,14814438
"965","5053-5271","NC_044054.1","5053",15751126,15771121,"5271",30657916,30681427,"INV",233,250,225,3,3,14930301,14886795
"966","5065-4883","NC_044054.1","5065",16108435,16132957,"4883",16919965,16948739,"INV",148,145,145,3,3,840304,787008
"967","5088-5159","NC_044054.1","5088",16844129,16865982,"5159",26385374,26395763,"INV",65,55,55,3,3,9551634,9519392
"968","5091-5162","NC_044054.1","5091",16942199,16952849,"5162",26495634,26518008,"INV",94,94,94,3,3,9575809,9542785
"969","5093-4884","NC_044054.1","5093",16989106,17001178,"4884",16990724,17001423,"INV",32,31,31,3,3,12317,-10454
"970","5123-4913","NC_044054.1","5123",17944154,17963280,"4913",17945050,17955837,"INV",43,43,42,3,3,11683,-18230
"971","5144-4940","NC_044054.1","5144",18688096,18699005,"4940",18691121,18711369,"INV",70,72,70,3,3,23273,-7884
"972","5161-4953","NC_044054.1","5161",19340977,19358137,"4953",19341016,19360506,"INV",19,19,18,3,3,19529,-17121
"973","5174-4961","NC_044054.1","5174",19769696,19796466,"4961",19785405,19799480,"INV",20,20,20,3,3,29784,-11061
"974","5183-4974","NC_044054.1","5183",20104606,20131284,"4974",20107070,20137594,"INV",99,102,98,3,3,32988,-24214
"975","5185-4975","NC_044054.1","5185",20241334,20258283,"4975",20241675,20252393,"INV",41,40,40,3,3,11059,-16608
"976","5205-5001","NC_044054.1","5205",21155761,21166225,"5001",21156577,21167084,"INV",78,78,78,3,3,11323,-9648
"977","5243-5054","NC_044054.1","5243",22879090,22889704,"5054",22885110,22895628,"INV",191,191,191,3,3,16538,-4594
"978","5260-5071","NC_044054.1","5260",23503128,23516504,"5071",23505006,23515708,"INV",41,40,40,3,3,12580,-11498
"979","5283-5095","NC_044054.1","5283",24371028,24391254,"5095",24371808,24385752,"INV",259,259,259,3,3,14724,-19446
"980","5285-5099","NC_044054.1","5285",24472619,24496615,"5099",24484071,24497317,"INV",170,170,170,3,3,24698,-12544
"981","5294-5112","NC_044054.1","5294",24848330,24867144,"5112",24880321,24897674,"INV",128,127,126,3,3,49344,13177
"982","5309-5134","NC_044054.1","5309",25625379,25636754,"5134",25625435,25637055,"INV",18,18,18,3,3,11676,-11319
"983","531-455","NC_044048.1","531",17801400,17814951,"455",17796480,17865355,"INV",226,228,225,3,3,63955,-18471
"984","5324-5160","NC_044054.1","5324",26395022,26431485,"5160",26398709,26438151,"INV",291,289,289,3,3,43129,-32776
"985","5324-5168","NC_044054.1","5324",26395022,26431485,"5168",26690800,26710593,"INV",291,178,178,3,3,315571,259315
"986","5338-5177","NC_044054.1","5338",27048722,27059269,"5177",27053385,27063923,"INV",20,20,20,3,3,15201,-5884
"987","5354-5197","NC_044054.1","5354",27747309,27757994,"5197",27756536,27775043,"INV",217,218,217,3,3,27734,-1458
"988","5370-5221","NC_044054.1","5370",28659882,28703104,"5221",28805734,28821355,"INV",82,30,29,3,3,161473,102630
"989","5370-5222","NC_044054.1","5370",28659882,28703104,"5222",28829094,28860702,"INV",82,66,66,3,3,200820,125990
"990","5371-5224","NC_044054.1","5371",28813721,28825044,"5224",28962888,29002925,"INV",38,59,38,3,3,189204,137844
"991","5385-5237","NC_044054.1","5385",29426211,29437077,"5237",29424422,29443689,"INV",206,206,206,3,3,17478,-12655
"992","5408-5261","NC_044054.1","5408",30239266,30250350,"5261",30262668,30276807,"INV",93,99,93,3,3,37541,12318
"993","5417-5270","NC_044054.1","5417",30584829,30602970,"5270",30585559,30652462,"INV",18,175,18,3,3,67633,-17411
"994","5419-5270","NC_044054.1","5419",30630123,30642285,"5270",30585559,30652462,"INV",129,175,36,3,3,22339,-56726
"995","5419-5271","NC_044054.1","5419",30630123,30642285,"5271",30657916,30681427,"INV",129,250,118,3,3,51304,15631
"996","5436-5298","NC_044054.1","5436",31690909,31702301,"5298",31733452,31759958,"INV",54,58,54,3,3,69049,31151
"997","5437-5297","NC_044054.1","5437",31706747,31717215,"5297",31707318,31717787,"INV",23,23,23,3,3,11040,-9897
"998","5441-5303","NC_044054.1","5441",31912854,31923430,"5303",31914088,31924888,"INV",69,69,69,3,3,12034,-9342
"999","5451-5322","NC_044054.1","5451",32409647,32440933,"5322",32465722,32485221,"INV",84,68,68,3,3,75574,24789
"1000","5451-5323","NC_044054.1","5451",32409647,32440933,"5323",32513409,32571061,"INV",84,226,17,3,3,161414,72476
"1001","5452-5323","NC_044054.1","5452",32461548,32486562,"5323",32513409,32571061,"INV",106,226,105,3,3,109513,26847
"1002","5454-5323","NC_044054.1","5454",32513116,32527438,"5323",32513409,32571061,"INV",198,226,198,3,3,57945,-14029
"1003","5468-5349","NC_044054.1","5468",33261164,33272966,"5349",33257779,33280527,"INV",84,86,84,3,3,19363,-15187
"1004","5469-5350","NC_044054.1","5469",33331294,33341917,"5350",33331620,33358463,"INV",36,39,36,3,3,27169,-10297
"1005","5473-5374","NC_044054.1","5473",33953333,33964023,"5374",33949812,33964316,"INV",39,41,39,3,3,10983,-14211
"1006","5474-5375","NC_044054.1","5474",33979872,33992206,"5375",33981518,33992382,"INV",78,78,78,3,3,12510,-10688
"1007","5487-5385","NC_044055.1","5487",375908,391531,"5385",376585,388314,"INV",16,15,15,3,3,12406,-14946
"1008","5489-5468","NC_044055.1","5489",464923,525303,"5468",3897128,3907519,"INV",61,18,18,3,3,3442596,3371825
"1009","5495-5390","NC_044055.1","5495",736635,751208,"5390",760934,771417,"INV",23,21,21,3,3,34782,9726
"1010","5506-5399","NC_044055.1","5506",1125534,1152592,"5399",1125902,1136943,"INV",42,25,25,3,3,11409,-26690
"1011","5518-5427","NC_044055.1","5518",1645413,1686822,"5427",2412061,2431949,"INV",293,46,44,3,3,786536,725239
"1012","5518-5428","NC_044055.1","5518",1645413,1686822,"5428",2438414,2538267,"INV",293,293,292,3,3,892854,751592
"1013","5518-5985","NC_044055.1","5518",1645413,1686822,"5985",23822962,23840395,"INV",293,97,95,3,3,22194982,22136140
"1014","5519-5428","NC_044055.1","5519",1690103,1705605,"5428",2438414,2538267,"INV",80,293,78,3,3,848164,732809
"1015","5535-5422","NC_044055.1","5535",2166677,2202581,"5422",2209055,2223504,"INV",48,42,38,3,3,56827,6474
"1016","5541-5426","NC_044055.1","5541",2373335,2405897,"5426",2394644,2405929,"INV",202,116,116,3,3,32594,-11253
"1017","5541-5436","NC_044055.1","5541",2373335,2405897,"5436",2932111,2966531,"INV",202,213,131,3,3,593196,526214
"1018","5541-6083","NC_044055.1","5541",2373335,2405897,"6083",27400666,27418340,"INV",202,43,42,3,3,25045005,24994769
"1019","5542-5436","NC_044055.1","5542",2409874,2428474,"5436",2932111,2966531,"INV",131,213,127,3,3,556657,503637
"1020","5543-5436","NC_044055.1","5543",2429685,2456979,"5436",2932111,2966531,"INV",162,213,100,3,3,536846,475132
"1021","5543-5455","NC_044055.1","5543",2429685,2456979,"5455",3482066,3498324,"INV",162,57,21,3,3,1068639,1025087
"1022","5544-5436","NC_044055.1","5544",2462098,2483955,"5436",2932111,2966531,"INV",48,213,34,3,3,504433,448156
"1023","5547-5438","NC_044055.1","5547",2575621,2600716,"5438",2998206,3011568,"INV",20,17,17,3,3,435947,397490
"1024","5559-5439","NC_044055.1","5559",2945730,2991490,"5439",3015066,3044964,"INV",157,140,140,3,3,99234,23576
"1025","5559-5520","NC_044055.1","5559",2945730,2991490,"5520",6144582,6155057,"INV",157,21,21,3,3,3209327,3153092
"1026","5575-5455","NC_044055.1","5575",3482544,3514112,"5455",3482066,3498324,"INV",67,57,32,3,3,15780,-32046
"1027","5575-5461","NC_044055.1","5575",3482544,3514112,"5461",3712509,3732368,"INV",67,23,22,3,3,249824,198397
"1028","5576-5460","NC_044055.1","5576",3533022,3581331,"5460",3653908,3667425,"INV",68,50,18,3,3,134403,72577
"1029","5576-5485","NC_044055.1","5576",3533022,3581331,"5485",4529174,4558890,"INV",68,99,22,3,3,1025868,947843
"1030","5576-5494","NC_044055.1","5576",3533022,3581331,"5494",4853200,4893190,"INV",68,187,30,3,3,1360168,1271869
"1031","5578-5460","NC_044055.1","5578",3651952,3665152,"5460",3653908,3667425,"INV",40,50,38,3,3,15473,-11244
"1032","5579-5494","NC_044055.1","5579",3666152,3689212,"5494",4853200,4893190,"INV",26,187,15,3,3,1227038,1163988
"1033","5585-5467","NC_044055.1","5585",3873470,3909692,"5467",3874454,3885019,"INV",204,198,198,3,3,11549,-35238
"1034","5588-5533","NC_044055.1","5588",4012449,4022961,"5533",6878490,6897188,"INV",42,41,40,3,3,2884739,2855529
"1035","5591-5471","NC_044055.1","5591",4077836,4108932,"5471",4087901,4109284,"INV",137,138,135,3,3,31448,-21031
"1036","5595-5474","NC_044055.1","5595",4167701,4179045,"5474",4168427,4179523,"INV",147,147,147,3,3,11822,-10618
"1037","5599-5477","NC_044055.1","5599",4255749,4280762,"5477",4260725,4280773,"INV",166,72,72,3,3,25024,-20037
"1038","5599-5479","NC_044055.1","5599",4255749,4280762,"5479",4308323,4322524,"INV",166,131,123,3,3,66775,27561
"1039","56-31","NC_044048.1","56",2459371,2470857,"31",3346569,3364152,"INV",119,150,119,3,3,904781,875712
"1040","5603-5482","NC_044055.1","5603",4430575,4460940,"5482",4432282,4461109,"INV",124,94,90,3,3,30534,-28658
"1041","5603-5494","NC_044055.1","5603",4430575,4460940,"5494",4853200,4893190,"INV",124,187,42,3,3,462615,392260
"1042","5605-5485","NC_044055.1","5605",4529155,4558678,"5485",4529174,4558890,"INV",172,99,78,3,3,29735,-29504
"1043","5605-5488","NC_044055.1","5605",4529155,4558678,"5488",4676207,4688873,"INV",172,88,88,3,3,159718,117529
"1044","5605-5489","NC_044055.1","5605",4529155,4558678,"5489",4690268,4717789,"INV",172,122,115,3,3,188634,131590
"1045","5609-5633","NC_044055.1","5609",4691885,4707471,"5633",11617237,11646195,"INV",79,123,74,3,3,6954310,6909766
"1046","5611-5494","NC_044055.1","5611",4735359,4768544,"5494",4853200,4893190,"INV",91,187,88,3,3,157831,84656
"1047","5614-5494","NC_044055.1","5614",4852996,4911007,"5494",4853200,4893190,"INV",163,187,76,3,3,40194,-57807
"1048","5614-5496","NC_044055.1","5614",4852996,4911007,"5496",4994896,5014145,"INV",163,34,34,3,3,161149,83889
"1049","5614-5633","NC_044055.1","5614",4852996,4911007,"5633",11617237,11646195,"INV",163,123,44,3,3,6793199,6706230
"1050","5638-5510","NC_044055.1","5638",5755152,5772254,"5510",5760656,5775484,"INV",169,166,166,3,3,20332,-11598
"1051","5638-5511","NC_044055.1","5638",5755152,5772254,"5511",5780814,5802960,"INV",169,21,20,3,3,47808,8560
"1052","566-513","NC_044048.1","566",19226807,19243430,"513",19673238,19698649,"INV",72,88,72,3,3,471842,429808
"1053","5672-5530","NC_044055.1","5672",6784780,6795520,"5530",6786501,6797153,"INV",20,20,20,3,3,12373,-9019
"1054","5696-5548","NC_044055.1","5696",7449445,7478521,"5548",7451604,7462128,"INV",24,19,19,3,3,12683,-26917
"1055","571-763","NC_044048.1","571",19427023,19483510,"763",28739791,28779868,"INV",226,38,22,3,3,9352845,9256281
"1056","571-768","NC_044048.1","571",19427023,19483510,"768",28945016,29049422,"INV",226,209,107,3,3,9622399,9461506
"1057","571-777","NC_044048.1","571",19427023,19483510,"777",29301917,29351457,"INV",226,280,175,3,3,9924434,9818407
"1058","5748-5583","NC_044055.1","5748",8927089,8937398,"5583",8926923,8937633,"INV",35,36,35,3,3,10544,-10475
"1059","5751-5586","NC_044055.1","5751",8983500,8996211,"5586",9015323,9029409,"INV",43,44,42,3,3,45909,19112
"1060","5770-5770","NC_044055.1","5770",9662075,9672611,"5770",16513529,16535510,"INV",23,26,22,3,3,6873435,6840918
"1061","5809-5626","NC_044055.1","5809",11102626,11113948,"5626",11103985,11117452,"INV",25,25,25,3,3,14826,-9963
"1062","5814-5771","NC_044055.1","5814",11189298,11205728,"5771",16538435,16564085,"INV",34,31,30,3,3,5374787,5332707
"1063","5824-5742","NC_044055.1","5824",11607758,11618201,"5742",15742014,15752607,"INV",17,17,17,3,3,4144849,4123813
"1064","5833-5661","NC_044055.1","5833",11859166,11869835,"5661",12582695,12611445,"INV",16,17,16,3,3,752279,712860
"1065","5846-5651","NC_044055.1","5846",12292378,12302750,"5651",12292760,12304282,"INV",15,15,15,3,3,11904,-9990
"1066","5881-5681","NC_044055.1","5881",13254845,13273696,"5681",13290076,13300688,"INV",21,20,20,3,3,45843,16380
"1067","5913-5781","NC_044055.1","5913",14562781,14577216,"5781",16884347,16911525,"INV",33,45,33,3,3,2348744,2307131
"1068","5954-5753","NC_044055.1","5954",16067196,16082352,"5753",16068509,16086806,"INV",32,32,31,3,3,19610,-13843
"1069","5960-5762","NC_044055.1","5960",16210209,16254452,"5762",16247667,16261228,"INV",195,193,193,3,3,51019,-6785
"1070","5967-5768","NC_044055.1","5967",16456392,16478110,"5768",16467824,16480281,"INV",30,30,30,3,3,23889,-10286
"1071","5978-5781","NC_044055.1","5978",16882150,16903729,"5781",16884347,16911525,"INV",17,45,15,3,3,29375,-19382
"1072","5983-5849","NC_044055.1","5983",17043550,17054140,"5849",19203498,19229947,"INV",42,46,42,3,3,2186397,2149358
"1073","5988-5788","NC_044055.1","5988",17227862,17238328,"5788",17228270,17238764,"INV",24,24,24,3,3,10902,-10058
"1074","600-529","NC_044048.1","600",20340743,20367171,"529",20381699,20426265,"INV",161,219,161,3,3,85522,14528
"1075","6002-5802","NC_044055.1","6002",17662893,17673663,"5802",17685862,17719929,"INV",47,51,47,3,3,57036,12199
"1076","601-529","NC_044048.1","601",20368669,20384504,"529",20381699,20426265,"INV",198,219,198,3,3,57596,-2805
"1077","6069-6028","NC_044055.1","6069",20015723,20028295,"6028",25251615,25267185,"INV",25,30,25,3,3,5251462,5223320
"1078","6127-5981","NC_044055.1","6127",21921870,21933672,"5981",23549494,23571784,"INV",178,227,178,3,3,1649914,1615822
"1079","6129-5929","NC_044055.1","6129",21969694,21980741,"5929",21970451,21983395,"INV",160,160,160,3,3,13701,-10290
"1080","6152-5956","NC_044055.1","6152",22703990,22740485,"5956",22705043,22740486,"INV",291,291,291,3,3,36496,-35442
"1081","6161-5970","NC_044055.1","6161",23099441,23130518,"5970",23112261,23131459,"INV",43,39,39,3,3,32018,-18257
"1082","6173-5981","NC_044055.1","6173",23555362,23573672,"5981",23549494,23571784,"INV",107,227,105,3,3,16422,-24178
"1083","6184-6000","NC_044055.1","6184",24295374,24324598,"6000",24315038,24325707,"INV",22,20,20,3,3,30333,-9560
"1084","6190-6013","NC_044055.1","6190",24705078,24715657,"6013",24718833,24746140,"INV",49,52,49,3,3,41062,3176
"1085","6198-6025","NC_044055.1","6198",25034221,25052974,"6025",25105634,25128668,"INV",57,63,53,3,3,94447,52660
"1086","620-777","NC_044048.1","620",20848122,20858629,"777",29301917,29351457,"INV",209,280,209,3,3,8503335,8443288
"1087","6205-6027","NC_044055.1","6205",25208350,25238860,"6027",25211392,25230000,"INV",18,15,15,3,3,21650,-27468
"1088","621-771","NC_044048.1","621",20900714,20911227,"771",29098774,29122228,"INV",27,45,27,3,3,8221514,8187547
"1089","6212-6037","NC_044055.1","6212",25713132,25723650,"6037",25716047,25726705,"INV",64,64,64,3,3,13573,-7603
"1090","6230-6078","NC_044055.1","6230",26724161,26734738,"6078",27215200,27228593,"INV",35,36,35,3,3,504432,480462
"1091","6238-6084","NC_044055.1","6238",27286811,27301471,"6084",27421608,27432334,"INV",30,19,19,3,3,145523,120137
"1092","6254-6123","NC_044055.1","6254",28950077,28960964,"6123",28953581,28964423,"INV",28,28,28,3,3,14346,-7383
"1093","6278-6143","NC_044056.1","6278",544586,557592,"6143",545432,557615,"INV",49,49,48,3,3,13029,-12160
"1094","6304-6160","NC_044056.1","6304",1529885,1557741,"6160",1559102,1576076,"INV",174,173,172,3,3,46191,1361
"1095","6342-6180","NC_044056.1","6342",2686088,2703305,"6180",2689024,2703457,"INV",220,220,220,3,3,17369,-14281
"1096","6356-6193","NC_044056.1","6356",3233578,3275040,"6193",3239915,3250499,"INV",227,215,215,3,3,16921,-35125
"1097","6359-6199","NC_044056.1","6359",3336543,3382065,"6199",3385628,3407058,"INV",140,27,27,3,3,70515,3563
"1098","6359-6210","NC_044056.1","6359",3336543,3382065,"6210",3822965,3862332,"INV",140,219,91,3,3,525789,440900
"1099","6359-6212","NC_044056.1","6359",3336543,3382065,"6212",3893939,3914345,"INV",140,37,36,3,3,577802,511874
"1100","6359-6342","NC_044056.1","6359",3336543,3382065,"6342",9461334,9492549,"INV",140,145,20,3,3,6156006,6079269
"1101","6360-6210","NC_044056.1","6360",3391502,3419093,"6210",3822965,3862332,"INV",194,219,184,3,3,470830,403872
"1102","6360-6760","NC_044056.1","6360",3391502,3419093,"6760",25364468,25374881,"INV",194,27,27,3,3,21983379,21945375
"1103","6362-6210","NC_044056.1","6362",3432963,3444903,"6210",3822965,3862332,"INV",27,219,27,3,3,429369,378062
"1104","6363-6210","NC_044056.1","6363",3459723,3475488,"6210",3822965,3862332,"INV",22,219,20,3,3,402609,347477
"1105","6424-6240","NC_044056.1","6424",5623678,5640158,"6240",5624363,5634951,"INV",42,37,37,3,3,11273,-15795
"1106","646-566","NC_044048.1","646",21888426,21899497,"566",21882458,21913608,"INV",112,117,112,3,3,25182,-17039
"1107","6477-6283","NC_044056.1","6477",7275141,7299429,"6283",7282462,7299917,"INV",23,18,18,3,3,24776,-16967
"1108","6479-6728","NC_044056.1","6479",7345577,7356106,"6728",24303720,24314197,"INV",160,160,160,3,3,16968620,16947614
"1109","652-571","NC_044048.1","652",22059080,22069799,"571",22054379,22082221,"INV",120,128,120,3,3,23141,-15420
"1110","6543-6342","NC_044056.1","6543",9477124,9497088,"6342",9461334,9492549,"INV",144,145,142,3,3,15425,-35754
"1111","6549-6346","NC_044056.1","6549",9646563,9673495,"6346",9662616,9673292,"INV",65,60,60,3,3,26729,-10879
"1112","6574-6373","NC_044056.1","6574",10642871,10667128,"6373",10664761,10683661,"INV",50,49,48,3,3,40790,-2367
"1113","6581-6379","NC_044056.1","6581",10836182,10855828,"6379",10835565,10858401,"INV",21,23,21,3,3,22219,-20263
"1114","6588-6385","NC_044056.1","6588",11098233,11108603,"6385",11098603,11108871,"INV",31,31,31,3,3,10638,-10000
"1115","6599-6400","NC_044056.1","6599",11544895,11558986,"6400",11642203,11653689,"INV",22,22,22,3,3,108794,83217
"1116","661-579","NC_044048.1","661",22302702,22348085,"579",22317529,22355157,"INV",65,66,62,3,3,52455,-30556
"1117","6626-6425","NC_044056.1","6626",12714702,12725526,"6425",12715033,12725670,"INV",145,145,145,3,3,10968,-10493
"1118","6627-6427","NC_044056.1","6627",12731882,12751176,"6427",12741265,12752533,"INV",68,67,67,3,3,20651,-9911
"1119","6628-6429","NC_044056.1","6628",12795371,12821456,"6429",12781502,12813016,"INV",20,23,18,3,3,17645,-39954
"1120","6634-6436","NC_044056.1","6634",12977240,12992164,"6436",12969916,12992538,"INV",117,115,115,3,3,15298,-22248
"1121","6683-6604","NC_044056.1","6683",15473036,15491565,"6604",19409136,19419759,"INV",106,104,104,3,3,3946723,3917571
"1122","6688-6495","NC_044056.1","6688",15659075,15677985,"6495",15636551,15685527,"INV",15,24,15,3,3,26452,-41434
"1123","6709-6514","NC_044056.1","6709",16348021,16359501,"6514",16356540,16404139,"INV",90,91,90,3,3,56118,-2961
"1124","6720-6523","NC_044056.1","6720",16747178,16767532,"6523",16740223,16760949,"INV",46,42,42,3,3,13771,-27309
"1125","673-591","NC_044048.1","673",22733471,22744085,"591",22735179,22764900,"INV",22,48,22,3,3,31429,-8906
"1126","6753-6564","NC_044056.1","6753",18088335,18102589,"6564",18087449,18103620,"INV",222,224,222,3,3,15285,-15140
"1127","6782-6606","NC_044056.1","6782",19407256,19422194,"6606",19556153,19566671,"INV",69,68,67,3,3,159415,133959
"1128","6785-6607","NC_044056.1","6785",19590004,19600431,"6607",19589305,19607700,"INV",112,119,112,3,3,17696,-11126
"1129","6792-6614","NC_044056.1","6792",19844611,19855135,"6614",19845720,19865008,"INV",90,91,90,3,3,20397,-9415
"1130","6807-6639","NC_044056.1","6807",20844765,20865142,"6639",20845945,20868236,"INV",160,159,159,3,3,23471,-19197
"1131","6816-6657","NC_044056.1","6816",21538059,21548504,"6657",21544506,21574474,"INV",38,40,38,3,3,36415,-3998
"1132","6817-6661","NC_044056.1","6817",21560296,21586915,"6661",21627274,21666909,"INV",233,250,233,3,3,106613,40359
"1133","6818-6661","NC_044056.1","6818",21591764,21618317,"6661",21627274,21666909,"INV",103,250,100,3,3,75145,8957
"1134","6842-6704","NC_044056.1","6842",23608677,23619061,"6704",23609236,23619742,"INV",33,33,33,3,3,11065,-9825
"1135","6843-6705","NC_044056.1","6843",23621421,23642425,"6705",23622590,23646193,"INV",35,35,35,3,3,24772,-19835
"1136","6857-6733","NC_044056.1","6857",24434869,24450050,"6733",24435525,24452998,"INV",36,37,36,3,3,18129,-14525
"1137","6860-6737","NC_044056.1","6860",24600619,24611168,"6737",24601388,24614906,"INV",20,22,20,3,3,14287,-9780
"1138","6870-6759","NC_044056.1","6870",25339319,25354450,"6759",25343646,25355094,"INV",16,16,16,3,3,15775,-10804
"1139","6875-7417","NC_044057.1","6875",20186,65225,"7417",27205716,27220424,"INV",107,102,102,3,3,27200238,27140491
"1140","6916-6797","NC_044057.1","6916",1717882,1728179,"6797",1990368,2000757,"INV",17,16,16,3,3,282875,262189
